AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
1649042.8,77732.0,35125.0,505002.29,64,Private,Married,84486.17,0.0512,430015.18,50000,Senior_Planning
437360.67,88808.0,53475.38,23271.44,21,Private,Married,1133.9,0.0026,135322.62,50000,Standard_Planning
2055772.43,48769.0,28063.0,28572.18,73,Self-Employed,Married,335514.9,0.1632,305886.1,0,Senior_Planning
2696099.67,139194.0,45300.0,279822.39,46,Business,Married,423316.38,0.157,417866.71,0,High_Income_Strategy
2784257.68,109195.0,19621.0,559816.87,48,Private,Single,380834.94,0.1368,487853.45,50000,High_Income_Strategy
445554.59,43950.09,10152.45,114405.02,21,Private,Single,1406.45,0.0032,137606.59,50000,Standard_Planning
481186.46,80431.69,29708.78,177900.15,29,Private,Married,0.0,0.0,150130.17,50000,Standard_Planning
1297090.0,50518.0,36617.0,114166.26,63,Government,Married,97924.06,0.0755,306768.02,50000,Senior_Planning
1385690.3,137591.0,74825.0,341821.99,72,Private,Married,51706.56,0.0373,380628.81,50000,Senior_Planning
714093.48,18331.32,24323.91,141888.71,30,Self-Employed,Married,16073.15,0.0225,206724.01,0,Standard_Planning
2406583.63,28119.0,57989.0,292908.36,55,Private,Single,359600.99,0.1494,391253.1,50000,High_Income_Strategy
2167162.2,5425.0,79345.0,705215.15,25,Private,Married,163066.03,0.0752,513088.57,50000,High_Income_Strategy
590698.8,34799.01,66493.62,207842.45,72,Private,Married,1641.31,0.0028,182656.71,50000,Senior_Planning
1458705.53,14395.0,40100.0,432704.33,59,Private,Married,73554.97,0.0504,381561.16,50000,Aggressive_Tax_Planning
706376.88,51830.82,64745.62,143126.58,68,Private,Married,10227.04,0.0145,210162.55,50000,Senior_Planning
1848453.83,67899.0,62150.0,317871.21,56,Business,Married,169138.74,0.0915,407578.85,0,High_Income_Strategy
638126.11,72427.27,9788.34,229252.68,56,Private,Married,3986.21,0.0062,195109.14,50000,Standard_Planning
988983.3,112882.72,3491.86,220903.84,71,Retired,Married,28777.31,0.0291,279785.48,0,Senior_Planning
2243270.84,56897.0,71883.0,821714.33,61,Private,Single,141121.89,0.0629,558778.61,50000,Senior_Planning
2985830.72,92214.0,50393.0,588800.76,59,Private,Married,430379.96,0.1441,501199.22,50000,High_Income_Strategy
1011725.77,141770.0,30013.0,134266.27,64,Private,Married,34390.36,0.034,281268.08,50000,Senior_Planning
2885712.7,136940.0,68561.0,372762.56,40,Government,Married,446924.13,0.1549,453418.23,50000,High_Income_Strategy
568729.74,50416.17,35338.37,107498.56,26,Business,Single,6524.79,0.0115,170918.89,0,Standard_Planning
821691.43,12403.11,7661.36,97054.54,35,Private,Single,34275.53,0.0417,222092.19,50000,Standard_Planning
1128064.51,74675.0,47908.0,27866.94,65,Private,Married,74507.87,0.066,277448.25,50000,Senior_Planning
483722.33,72717.38,22227.31,114372.83,35,Private,Single,1269.05,0.0026,149652.32,50000,Standard_Planning
772491.87,93489.93,51027.29,220557.22,58,Private,Single,8185.71,0.0106,232831.76,50000,Standard_Planning
308760.68,2078.47,36349.15,76338.04,34,Private,Married,0.0,0.0,96333.33,50000,Standard_Planning
672639.92,54031.82,18365.45,36215.06,32,Business,Married,19658.87,0.0292,190204.78,0,Standard_Planning
773535.78,125234.21,29773.07,278256.33,46,Private,Married,4694.15,0.0061,236649.01,50000,Standard_Planning
1777111.97,20186.0,44596.0,663981.38,32,Private,Married,88056.51,0.0496,466402.43,50000,High_Income_Strategy
1002482.38,75291.0,65472.0,398371.77,54,Private,Married,11094.08,0.0111,301680.43,50000,Aggressive_Tax_Planning
1678038.72,101045.0,79946.0,306772.87,31,Private,Single,117577.17,0.0701,405970.91,50000,High_Income_Strategy
851089.66,117622.61,56616.69,214784.62,25,Government,Single,11027.42,0.013,254512.56,50000,Standard_Planning
1231538.55,132953.0,16855.0,392835.73,37,Private,Married,32645.06,0.0265,351594.97,50000,Aggressive_Tax_Planning
1840143.71,72897.0,38111.0,264568.37,20,Private,Single,185787.51,0.101,388337.33,50000,High_Income_Strategy
990545.94,104510.76,96060.05,63417.51,49,Private,Single,36561.99,0.0369,272488.34,50000,Standard_Planning
779168.06,109778.33,9886.31,138383.38,53,Government,Married,15196.48,0.0195,227903.95,50000,Standard_Planning
731453.28,97576.87,58824.16,216265.84,30,Government,Married,5656.89,0.0077,222556.53,50000,Standard_Planning
2343812.7,7599.0,99723.0,248981.11,51,Self-Employed,Married,347102.99,0.1481,384166.57,0,High_Income_Strategy
577543.25,67279.89,30172.07,1701.51,68,Private,Married,11876.27,0.0206,168317.23,50000,Senior_Planning
1219690.26,65864.0,25895.0,302738.97,43,Private,Married,50730.0,0.0416,329813.36,50000,Aggressive_Tax_Planning
1581417.69,69828.0,32491.0,177847.71,37,Self-Employed,Married,143325.25,0.0906,350077.07,0,High_Income_Strategy
2006948.03,144655.0,35500.0,728807.63,49,Private,Married,98380.96,0.049,527786.82,50000,High_Income_Strategy
1935976.94,98694.0,79481.0,107913.17,57,Private,Single,241765.3,0.1249,362259.51,50000,High_Income_Strategy
811809.99,42987.9,32975.04,314413.26,49,Private,Married,8914.56,0.011,244370.16,50000,Standard_Planning
1714156.06,24147.0,42891.0,307821.88,47,Private,Married,153217.01,0.0894,381599.68,50000,High_Income_Strategy
590267.74,2909.8,35178.68,20959.66,58,Private,Married,16246.84,0.0275,167916.7,50000,Standard_Planning
1205663.39,61979.0,16596.0,427458.52,41,Private,Single,33761.51,0.028,342405.47,50000,Aggressive_Tax_Planning
427594.31,66735.64,12375.88,167076.47,20,Government,Single,0.0,0.0,133409.42,50000,Standard_Planning
1671179.23,136707.0,97581.0,423277.38,65,Private,Married,80831.68,0.0484,440576.24,50000,Senior_Planning
477680.66,18020.1,53682.84,95307.86,72,Retired,Married,3154.83,0.0066,145881.53,0,Senior_Planning
300494.51,22943.63,17469.15,26599.2,65,Self-Employed,Married,0.0,0.0,93754.29,0,Senior_Planning
2840298.68,68333.0,38268.0,980599.49,41,Government,Married,273966.64,0.0965,612206.55,50000,High_Income_Strategy
1495430.64,125236.0,48921.0,270875.99,39,Private,Single,88482.71,0.0592,378091.65,50000,Aggressive_Tax_Planning
1134524.01,140739.0,89357.0,177068.35,66,Private,Married,36645.4,0.0323,317326.09,50000,Senior_Planning
1777396.94,138272.0,21536.0,273589.19,46,Private,Married,154439.93,0.0869,400107.91,50000,High_Income_Strategy
1558581.63,46348.0,18233.0,372575.17,65,Private,Married,103256.5,0.0663,383020.97,50000,Senior_Planning
515963.62,69447.79,61975.19,62449.51,41,Private,Married,3748.74,0.0073,157231.91,50000,Standard_Planning
1649336.25,29284.0,98049.0,357859.18,20,Private,Single,112141.97,0.068,402450.94,50000,High_Income_Strategy
2815895.87,108446.0,36687.0,865096.46,44,Private,Married,290367.92,0.1031,588191.59,50000,High_Income_Strategy
1473372.7,77338.0,77012.0,484103.98,26,Private,Single,52247.32,0.0355,407444.96,50000,Aggressive_Tax_Planning
2946348.91,84332.0,87624.0,86447.35,52,Private,Married,565639.02,0.192,353621.84,50000,High_Income_Strategy
1460597.07,139529.0,78288.0,340695.35,36,Private,Single,62725.22,0.0429,392981.07,50000,Aggressive_Tax_Planning
382072.47,4721.19,13259.05,135351.24,63,Private,Married,0.0,0.0,119206.61,50000,Senior_Planning
409510.55,8771.7,31169.69,62174.26,25,Private,Single,2984.53,0.0073,124782.76,50000,Standard_Planning
728336.1,106821.32,50254.33,257465.91,37,Private,Single,3317.32,0.0046,223923.55,50000,Standard_Planning
1694237.12,91154.0,25635.0,139648.61,67,Private,Single,178827.87,0.1056,349774.11,50000,Senior_Planning
1928612.58,7801.0,50853.0,568650.43,69,Private,Married,143340.12,0.0743,458387.01,50000,Senior_Planning
333756.27,51069.4,3135.61,114747.92,27,Private,Single,0.0,0.0,104131.96,50000,Standard_Planning
1570739.52,112365.0,10005.0,79559.7,44,Self-Employed,Single,160890.55,0.1024,329180.18,0,High_Income_Strategy
2946620.0,37164.0,11744.0,206682.5,65,Self-Employed,Single,566601.2,0.1923,352744.24,0,Senior_Planning
2551298.88,63593.0,50051.0,328275.09,56,Business,Single,385126.49,0.151,410878.75,0,High_Income_Strategy
1910676.78,66675.0,52545.0,649410.25,24,Business,Single,107545.68,0.0563,488585.48,0,High_Income_Strategy
1043815.35,4236.0,94121.0,51032.59,74,Private,Married,61530.42,0.0589,264139.97,50000,Senior_Planning
580420.93,5093.09,63553.81,30356.53,74,Private,Single,12033.71,0.0207,169057.62,50000,Senior_Planning
2013490.7,84975.0,42492.0,680340.1,48,Private,Married,120782.19,0.06,507426.91,50000,High_Income_Strategy
1477028.25,104108.0,92052.0,266600.34,70,Private,Married,80967.73,0.0548,379865.09,50000,Senior_Planning
402011.36,38730.49,27262.8,73904.74,75,Private,Married,629.89,0.0016,124797.65,50000,Senior_Planning
1370481.62,29653.0,93176.0,84463.1,26,Business,Single,111943.42,0.0817,315646.85,0,Aggressive_Tax_Planning
2855731.19,45533.0,64386.0,92625.89,53,Self-Employed,Single,554794.12,0.1943,336194.01,0,High_Income_Strategy
1751519.7,88616.0,28473.0,457853.5,27,Government,Single,114728.06,0.0655,431746.09,50000,High_Income_Strategy
1699328.37,111708.0,96242.0,318339.44,24,Self-Employed,Single,113992.1,0.0671,416198.35,0,High_Income_Strategy
1156881.6,68845.0,22534.0,277094.66,22,Private,Single,44991.64,0.0389,315955.42,50000,Aggressive_Tax_Planning
1335118.56,83971.0,14131.0,453980.37,23,Private,Single,44153.65,0.0331,372403.35,50000,Aggressive_Tax_Planning
1752132.99,79396.0,58517.0,265730.78,66,Private,Married,155607.19,0.0888,391058.3,50000,Senior_Planning
2290923.63,21191.0,61534.0,106092.08,62,Government,Married,382857.24,0.1671,331910.93,50000,Senior_Planning
2663547.28,40787.0,76127.0,385891.26,69,Government,Married,401151.51,0.1506,429875.24,50000,Senior_Planning
2940244.93,123155.0,48329.0,1048383.73,56,Private,Married,263757.68,0.0897,653598.73,50000,High_Income_Strategy
1850650.31,8376.0,73721.0,390812.27,32,Private,Married,163212.67,0.0882,414190.23,50000,High_Income_Strategy
2203789.42,22694.0,9639.0,210329.62,40,Private,Single,338871.56,0.1538,348710.74,50000,High_Income_Strategy
302171.21,827.64,18730.32,37680.84,22,Private,Single,0.0,0.0,94277.42,50000,Standard_Planning
1966685.66,54239.0,20133.0,762196.35,70,Private,Married,105064.4,0.0534,508541.52,50000,Senior_Planning
1444608.33,66208.0,62969.0,71952.6,34,Government,Single,128643.58,0.0891,322074.22,50000,Aggressive_Tax_Planning
569195.82,2445.23,69011.87,185309.28,42,Private,Single,3246.33,0.0057,174342.76,50000,Standard_Planning
1661593.2,94256.0,78401.0,370243.14,57,Private,Married,102688.16,0.0618,415728.92,50000,High_Income_Strategy
1734449.13,134816.0,74304.0,288613.92,71,Government,Married,127236.76,0.0734,413911.37,50000,Senior_Planning
2498258.25,134154.0,40801.0,642426.05,63,Private,Married,251433.69,0.1006,528022.89,50000,Senior_Planning
1228917.71,146266.0,40397.0,203067.92,36,Self-Employed,Married,52913.14,0.0431,330509.19,0,Aggressive_Tax_Planning
1739376.0,104688.0,29975.0,195501.19,29,Private,Married,171395.07,0.0985,371290.24,50000,High_Income_Strategy
2322177.01,110800.0,80425.0,240385.16,51,Private,Married,316856.86,0.1364,407662.37,50000,High_Income_Strategy
592189.47,88294.8,63476.22,82936.98,22,Private,Married,5589.04,0.0094,179174.08,50000,Standard_Planning
396352.89,21668.12,1739.27,56655.19,56,Private,Married,3447.1,0.0087,120215.01,50000,Standard_Planning
2199090.04,86178.0,60484.0,493002.48,71,Government,Married,213540.78,0.0971,472575.32,50000,Senior_Planning
628773.35,20399.78,51873.55,174805.14,63,Private,Married,6848.13,0.0109,189329.15,50000,Senior_Planning
2319830.12,91162.0,91697.0,337395.78,57,Retired,Married,288467.51,0.1243,435319.49,0,High_Income_Strategy
1085991.69,63649.0,63947.0,299355.32,36,Private,Married,29540.2,0.0272,309289.21,50000,Aggressive_Tax_Planning
2147987.41,120874.0,60602.0,578425.66,61,Private,Married,165902.3,0.0772,504269.78,50000,Senior_Planning
1156001.23,108231.0,74439.0,451301.44,50,Self-Employed,Married,15291.1,0.0132,345381.29,0,Aggressive_Tax_Planning
2938930.14,76326.0,17507.0,1143147.92,41,Business,Married,258008.16,0.0878,658938.05,0,High_Income_Strategy
896109.68,132336.3,11227.47,98212.25,58,Private,Married,29050.7,0.0324,250535.52,50000,Standard_Planning
1771329.58,84750.0,23271.0,112350.3,26,Private,Single,210898.98,0.1191,341755.85,50000,High_Income_Strategy
2006135.79,15038.0,23374.0,410028.42,24,Self-Employed,Single,213000.96,0.1062,412913.41,0,High_Income_Strategy
1151072.65,5755.0,31829.0,34677.04,32,Private,Married,94392.81,0.082,264741.85,50000,Aggressive_Tax_Planning
1267743.57,90033.0,75778.0,370704.48,23,Government,Single,37047.72,0.0292,358488.27,50000,Aggressive_Tax_Planning
3358756.9,77576.0,90051.0,1046665.09,43,Business,Married,396073.02,0.1179,651859.13,0,High_Income_Strategy
468767.64,44928.78,21173.88,80923.73,40,Private,Married,3730.54,0.008,142524.96,50000,Standard_Planning
1756837.43,70562.0,11722.0,57000.67,25,Government,Single,231676.46,0.1319,316456.82,50000,High_Income_Strategy
2668661.98,84064.0,60593.0,811676.3,51,Private,Married,261246.55,0.0979,571375.99,50000,High_Income_Strategy
840200.4,72543.3,71001.49,304100.7,38,Private,Married,7412.86,0.0088,254729.67,50000,Standard_Planning
1740851.32,106946.0,69318.0,70462.01,68,Retired,Married,193472.58,0.1111,349673.03,0,Senior_Planning
1434299.42,136794.0,43140.0,485132.81,24,Government,Single,42000.29,0.0293,405501.13,50000,Aggressive_Tax_Planning
1098819.48,112006.0,59563.0,64594.7,49,Private,Married,56574.3,0.0515,286257.37,50000,Aggressive_Tax_Planning
603723.91,45608.05,71261.31,32599.59,54,Private,Married,10621.26,0.0176,177740.6,50000,Standard_Planning
2324213.51,25123.0,19476.0,182286.49,35,Business,Married,381366.34,0.1641,343788.27,0,High_Income_Strategy
1216389.49,68091.0,89978.0,169101.88,61,Retired,Married,60718.1,0.0499,318795.42,0,Senior_Planning
1407485.4,98148.0,71647.0,295343.84,45,Private,Married,69006.06,0.049,370129.38,50000,Aggressive_Tax_Planning
1511662.29,73919.0,30377.0,346769.52,74,Private,Married,90604.13,0.0599,381034.51,50000,Senior_Planning
695264.59,107241.72,60449.68,9842.3,56,Retired,Married,14844.01,0.0214,202078.54,0,Standard_Planning
1718135.67,93859.0,24474.0,293333.31,29,Government,Single,144682.03,0.0842,391376.3,50000,High_Income_Strategy
458384.34,44664.08,58909.92,95652.42,61,Private,Married,476.21,0.001,142539.7,50000,Senior_Planning
942453.31,11171.11,59148.34,266416.66,21,Private,Single,23994.59,0.0255,270050.84,50000,Standard_Planning
696843.22,28401.41,49070.67,174645.08,43,Private,Single,10125.75,0.0145,207289.33,50000,Standard_Planning
1086553.14,133534.0,80808.0,143614.14,27,Private,Single,36774.09,0.0338,302230.49,50000,Aggressive_Tax_Planning
819453.24,49095.54,67234.46,115301.91,23,Business,Single,22133.42,0.027,233535.99,0,Standard_Planning
1460827.58,99653.0,82160.0,371037.47,74,Government,Married,63644.43,0.0436,392133.78,50000,Senior_Planning
1837493.67,55727.0,61157.0,344308.34,65,Retired,Married,162838.34,0.0886,410459.68,0,Senior_Planning
449505.73,22769.24,9200.76,165284.79,27,Government,Single,117.05,0.0003,140128.74,50000,Standard_Planning
2193911.91,30004.0,31401.0,826531.97,61,Business,Married,144553.49,0.0659,539947.03,0,Senior_Planning
617097.57,17496.97,55891.64,3319.56,72,Government,Married,17200.5,0.0279,175333.94,50000,Senior_Planning
311904.7,47114.94,43874.32,46451.11,27,Self-Employed,Single,0.0,0.0,97314.27,0,Standard_Planning
3042935.57,125446.0,2943.0,884288.25,44,Private,Married,360440.6,0.1185,588955.3,50000,High_Income_Strategy
963298.85,32207.74,53234.31,372615.6,40,Government,Single,13545.09,0.0141,287004.16,50000,Standard_Planning
1673138.11,93939.0,32945.0,31407.58,40,Private,Married,199632.12,0.1193,322386.97,50000,High_Income_Strategy
1874195.0,55334.0,32958.0,421840.99,69,Private,Married,159656.12,0.0852,425092.72,50000,Senior_Planning
1418177.0,25882.0,39038.0,151241.5,57,Private,Married,120019.22,0.0846,322452.0,50000,Aggressive_Tax_Planning
1029530.59,119876.0,77772.0,121621.07,44,Business,Married,34867.2,0.0339,286346.35,0,Aggressive_Tax_Planning
711524.87,24736.9,60444.83,74952.09,50,Private,Single,18344.67,0.0258,203651.09,50000,Standard_Planning
1397049.9,123972.0,42740.0,97620.35,47,Private,Married,105605.25,0.0756,330274.32,50000,Aggressive_Tax_Planning
2178981.43,19010.0,65673.0,826944.75,63,Private,Married,134511.96,0.0617,545330.25,50000,Senior_Planning
1386710.53,124135.0,32846.0,176962.37,31,Government,Single,88975.57,0.0642,343678.11,50000,Aggressive_Tax_Planning
845556.92,126007.98,50992.91,228644.41,56,Private,Married,9875.4,0.0117,253938.36,50000,Standard_Planning
458307.88,10448.33,15178.94,23004.5,57,Government,Married,8303.16,0.0181,134688.9,50000,Standard_Planning
655120.83,16022.82,64312.8,103452.68,74,Self-Employed,Married,11509.29,0.0176,192888.41,0,Senior_Planning
2545401.27,130479.0,81436.0,992131.24,63,Retired,Married,153752.31,0.0604,640412.89,0,Senior_Planning
1330276.03,15565.0,83289.0,98087.44,23,Private,Single,105733.59,0.0795,309312.53,50000,Aggressive_Tax_Planning
553930.52,12385.03,22623.58,79478.52,67,Private,Married,9851.06,0.0178,162975.27,50000,Senior_Planning
885762.5,117641.96,87832.86,220633.32,39,Private,Married,10902.03,0.0123,265455.87,50000,Standard_Planning
2417248.57,95458.0,36066.0,473019.08,64,Private,Single,292564.11,0.121,461617.44,50000,Senior_Planning
1327433.61,73112.0,43444.0,479270.59,47,Private,Married,37087.13,0.0279,377072.16,50000,Aggressive_Tax_Planning
414017.69,6661.34,5875.71,140046.31,32,Self-Employed,Married,594.59,0.0014,128578.94,0,Standard_Planning
467082.88,44332.83,18125.36,10150.69,72,Retired,Single,7512.65,0.0161,138217.21,0,Senior_Planning
2786652.55,82554.0,7588.0,822892.35,59,Private,Married,311568.88,0.1118,557866.72,50000,High_Income_Strategy
1821506.86,21995.0,60692.0,157749.73,38,Private,Married,220293.88,0.1209,348016.26,50000,High_Income_Strategy
929697.63,4888.0,87312.8,242953.07,27,Private,Single,22832.55,0.0246,267233.11,50000,Standard_Planning
3126435.14,116603.0,85826.0,279887.32,40,Government,Married,551965.07,0.1765,423482.69,50000,High_Income_Strategy
759464.33,53192.4,63477.94,175678.56,29,Business,Single,11290.0,0.0149,225662.87,0,Standard_Planning
2254869.5,108929.0,84651.0,462746.85,71,Private,Married,225745.31,0.1001,477773.98,50000,Senior_Planning
492768.38,65085.19,61688.95,12173.98,70,Private,Married,5398.65,0.011,148345.08,50000,Senior_Planning
782478.34,101221.23,59953.5,280550.83,39,Government,Married,4719.14,0.006,239414.1,50000,Standard_Planning
1967119.12,66341.0,81508.0,9695.35,37,Private,Married,291587.33,0.1482,322153.84,50000,High_Income_Strategy
2463420.99,140869.0,36362.0,115658.77,50,Private,Married,404205.74,0.1641,364381.61,50000,High_Income_Strategy
1339426.91,130702.0,33940.0,27323.48,63,Private,Married,108671.98,0.0811,309229.22,50000,Senior_Planning
1818400.47,115948.0,22437.0,197115.38,75,Private,Married,190554.02,0.1048,376786.92,50000,Senior_Planning
1978027.4,62218.0,48678.0,260226.36,59,Government,Married,228354.37,0.1154,388790.18,50000,High_Income_Strategy
1040154.54,110699.0,34931.0,202406.98,72,Self-Employed,Married,32980.23,0.0317,291547.99,0,Senior_Planning
1124703.51,116893.0,50218.0,19605.19,29,Government,Married,68326.02,0.0608,282581.47,50000,Aggressive_Tax_Planning
